VID,Pen,CreepTrt,WeanTrt,D_42_BW,Creep_Gain,Shipping_Loss,Day56_InitialBW,Day56_ADG,Day56_MMBW,Day56_DMI,Day56_Residual,D_1_EV,AVE_TTB,BVFREQ,BVDUR,BVFREQsd,BVDURsd,uDMI,sdDMI,cvDMI
661,6,B,A,210.909090909091,5.89670081,-14.51495584,192.5951632,0.713867398724,0.713867398724,5.35934879240741,-0.34157067,0.344,134.1546875,130.863636363636,13055,130.863636363636,13055,5.93962447246269,2.21535306367042,0.372978640979955
662,8,A,A,207.272727272727,39.00894382,-12.70058636,227.219352518214,0.9136638792344,0.9136638792344,6.33009476370371,0.08818631,1.078,36.54920635,45.4318181818182,6346.38636363636,45.4318181818182,6346.38636363636,6.94906160114926,2.4316428915261,0.349923922263684
663,5,A,B,195.909090909091,35.83379723,-11.79340162,212.9160848,0.7981059194896,0.7981059194896,6.15957148355555,0.19470103,0.304,64.9932291666667,58.5681818181818,11840.5227272727,58.5681818181818,11840.5227272727,6.91611800214925,2.32639163893714,0.336372461865774
664,5,A,B,185.909090909091,16.78291769,-7.71107029,190.216325130356,0.8564248779584,0.8564248779584,6.21437685996226,0.29086357,0.401,24.4211640166667,94.8409090909091,6758.02272727273,94.8409090909091,6758.02272727273,6.55245470215151,2.65644392474182,0.405412024270777
667,7,B,B,180.454545454545,30.84428116,-7.25747792,193.582985742498,1.1663794415312,1.1663794415312,5.99518330337736,-0.46441615,0.608,29.8185185166667,88.4772727272727,6417.86363636364,88.4772727272727,6417.86363636364,6.62164024545455,2.49391178712192,0.376630516711305
668,8,A,A,219.545454545455,18.59728717,-7.25747792,220.153397130356,0.9158238389792,0.9158238389792,6.32281827674074,0.11927074,0.359,88.0728494666667,60.25,7601.75,60.25,7601.75,6.61552977383582,2.25629039879956,0.341059669585814
672,5,A,B,212.272727272727,21.31884139,-7.25747792,220.748106636427,0.8693846817864,50.8348687883284,6.76999672237037,0.63992317,0.362,25.6643229166667,52.1136363636364,9105.81818181818,52.1136363636364,9105.81818181818,7.37078208728358,2.25803291774266,0.306349162273882
674,6,B,A,227.272727272727,22.6796185,-9.0718474,219.3570912,0.7408669182136,50.056711872828,6.246844059,0.33828881,0.515,53.7915343833333,94.0681818181818,5051.95454545455,94.0681818181818,5051.95454545455,6.85275756257576,3.22569741816775,0.470715239626148
677,8,A,A,197.272727272727,37.19457434,-4.5359237,216.312984893929,1.2095786817864,51.6246754519825,6.52605935343396,-0.14171907,0.482,23.15291005,55.5227272727273,6335.61363636364,55.5227272727273,6335.61363636364,7.05600525660606,2.80721914104708,0.397848221331592
678,6,B,A,196.818181818182,42.18409041,-8.16466266,227.420948942498,0.9784627622968,52.3406128974332,6.03290909722642,-0.31756718,0.791,46.3533854166667,93.9545454545455,6204.54545454546,93.9545454545455,6204.54545454546,6.4443687365,2.64413508109066,0.410301643063136
679,7,B,B,203.181818181818,25.85476509,-0.90718474,210.174373130356,1.1210202415312,50.2850720137579,6.38666880014815,-0.09768084,1.057,41.84096045,84.4090909090909,6513.52272727273,84.4090909090909,6513.52272727273,6.84589651331343,2.41934730317869,0.353401091949566
682,6,B,A,194.090909090909,23.13321087,-11.33980925,197.483876942498,0.9028640805104,47.320596049857,6.54218053766667,0.49683485,0.682,51.87578125,82.1363636363637,8927.04545454545,82.1363636363637,8927.04545454545,6.86743559415152,2.24167635732376,0.326421169385677
684,5,A,B,218.636363636364,36.74098197,-8.16466266,241.048868612142,0.974142797448,54.4079093908253,6.49496515287037,0.07171416,0.563,36.1261904833333,84.4318181818182,5214.40909090909,84.4318181818182,5214.40909090909,7.15435181067164,2.34240493837864,0.327409805998727
688,5,A,B,176.363636363636,31.7514659,-2.72155422,196.959726212142,0.8315853182136,46.9185499314394,5.83787941212963,-0.08573922,0.973,26.0604166666667,82.5454545454546,8725.09090909091,82.5454545454546,8725.09090909091,6.52513441707463,2.24806077370531,0.344523289485455
690,6,B,A,175.909090909091,18.59728717,-5.44310844,183.603961742498,0.8747845584688,44.9642305296455,5.49364487019231,-0.41952135,0.501,23.6412698333333,47.6363636363636,9652.93181818182,47.6363636363636,9652.93181818182,6.08798494344616,2.4047461323976,0.394998699033636
691,7,B,B,204.090909090909,43.99845989,-13.6077711,225.042110918214,1.191219001276,52.8909043306362,6.41155355490566,-0.27736091,0.529,82.1658854166667,73.0227272727273,7703.70454545455,73.0227272727273,7703.70454545455,6.93783973354546,3.11722127271948,0.449307189620894
692,7,B,B,177.272727272727,34.01942775,-5.44310844,200.477584142498,1.168539401276,48.9731601563611,6.300921468,-0.20403638,0.808,53.7986979166667,61.6363636363636,6588.88636363636,61.6363636363636,6588.88636363636,6.96890284558209,2.51646953854239,0.36109981647078
693,7,B,B,204.545454545455,39.91612856,-9.97903214,233.569640518214,1.021662002552,53.4701331844218,6.56746095088889,0.10926486,0.374,27.9346354166667,64.6818181818182,6451.09090909091,64.6818181818182,6451.09090909091,7.0513257522388,2.67313187979987,0.379096353469579
701,8,A,A,215.909090909091,18.59728717,-6.35029318,208.753118212142,0.9017840779584,49.1001157887801,6.01844364655556,-0.09348199,0.62,64.5693548333333,63.1860465116279,7152.3023255814,63.1860465116279,7152.3023255814,6.49050998250746,2.38699818268343,0.367767431082707
702,5,A,B,243.636363636364,30.84428116,-11.79340162,254.152637506071,0.9525432,56.2978532996933,6.83161620467924,0.36816123,0.635,54.6026455,75.4545454545455,5936.61363636364,75.4545454545455,5936.61363636364,7.33384814234848,2.31024045387933,0.315010675028721
703,8,A,A,195,19.95806428,-13.15417873,199.429282636427,1.0907807597448,48.4642343096718,6.74161449557408,0.37214482,0.806,30.9876344166667,78.4318181818182,6579.29545454546,78.4318181818182,6579.29545454546,6.99399339849254,2.4075420475117,0.344229957098703
706,7,B,B,208.181818181818,29.02991168,-13.6077711,205.950927624285,0.2332758792344,45.6729386551899,4.72431050018519,-0.25912718,0.374,54.7634920666667,60.7954545454546,6221.97727272727,60.7954545454546,6221.97727272727,5.70959641937314,3.00350459309003,0.526044990307702
707,8,A,A,179.090909090909,30.84428116,-5.89670081,188.754750918214,0.883424397448,45.8353410154507,6.08649948407407,0.12706511,0.39,87.69338625,107.772727272727,8552.11363636364,107.772727272727,8552.11363636364,6.55835672474627,3.05953350000041,0.466509162036895
711,8,A,A,211.363636363636,38.55535145,-9.0718474,245.060637836427,0.9784627622968,55.0351983275897,6.5499271822037,0.09619484,0.295,32.2031746,84.9090909090909,7272.75,84.9090909090909,7272.75,6.86780197426866,2.58142901351206,0.375874118558427
712,6,B,A,202.272727272727,28.57631931,-7.25747792,217.1798496,0.5972294817864,49.0842524525927,5.57619454630189,-0.08084398,0.544,89.8230158666667,56.2045454545455,5778.29545454546,56.2045454545455,5778.29545454546,6.10655024748485,2.41274640688312,0.395107926587008
714,6,B,A,161.818181818182,19.50447191,-9.52543977,161.095718730356,0.827265398724,41.042909872972,5.96537223314815,0.27335082,0.604,50.97734375,77.6363636363637,6455.11363636364,77.6363636363637,6455.11363636364,6.57449966158209,2.20846869816811,0.335914337492971
717,8,A,A,228.181818181818,18.1436948,-6.35029318,233.992993036427,0.293754797448,50.3873279472443,5.59149613533333,0.33719238,0.706,89.0880952333333,77.9545454545455,7074.75,77.9545454545455,7074.75,5.99947156850746,2.51950085042212,0.419953794538761
718,7,B,B,203.636363636364,30.84428116,-8.61825503,222.5322352,0.951463197448,51.4685993894949,6.14618134738889,-0.13060647,0.787,45.6078125,64.9090909090909,5872.97727272727,64.9090909090909,5872.97727272727,6.71847018857576,2.33000940151947,0.346806540197421
719,5,A,B,194.545454545455,34.47302012,-4.98951607,220.496111106071,1.2311782792344,52.3639034640169,6.74947302905555,0.02114916,0.74,34.9171875,70.7954545454546,5743.04545454546,70.7954545454546,5743.04545454546,7.47265984191045,2.51115921052613,0.336046235698069
721,5,A,B,189.545454545455,23.13321087,-6.80388555,196.7682096,1.1858190792344,48.4642342953333,6.73450109442593,0.22327051,0.562,32.82109375,72.0681818181818,7488.86363636364,72.0681818181818,7488.86363636364,7.30943516413433,2.36890314939832,0.32408840029418
722,6,B,A,178.636363636364,33.11224301,-2.26796185,210.2852512,1.0270618792344,49.8911307973734,6.90070086998113,0.571597,0.524,35.2075520833333,76.8636363636364,6509.13636363636,76.8636363636364,6509.13636363636,7.28097559342424,2.45253538774219,0.336841588915252
723,5,A,B,195.454545454545,43.54486752,-9.0718474,222.602793930356,0.9795427194896,51.6012740140134,6.66509527127778,0.34133945,1.323,25.3510416666667,37.5681818181818,5704.02272727273,14.779617843303,1672.06270730074,7.33800259141791,2.39419406320876,0.326273264881218
724,8,A,A,177.727272727273,35.38020486,-10.43262451,191.708138824285,0.9957424402552,46.8138300574125,6.59883590518519,0.43437034,0.543,28.3150793666667,96.8636363636364,10238.0909090909,96.8636363636364,10238.0909090909,7.10353948231343,2.05911657695023,0.2898719127383
726,8,A,A,170,33.11224301,-1.81436948,190.901753036427,0.941743401276,46.4426531353769,5.83542159111111,-0.23427458,0.608,103.332010583333,90.5,6947.29545454546,90.5,6947.29545454546,6.20246608429851,2.5787328564411,0.41575928370961
727,7,B,B,191.818181818182,29.93709642,-13.15417873,199.721597506071,0.8877443622968,47.6093652862438,6.272437455,0.23857903,0.667,66.5963541666667,70.3181818181818,8653.31818181818,70.3181818181818,8653.31818181818,7.03295611122388,3.07515532662053,0.437249327023795
729,7,B,B,209.090909090909,31.7514659,-15.42214058,217.855197693929,0.9007041207656,50.5209433048191,6.41241827977778,0.24765765,0.651,56.9427083333333,78.2727272727273,8284.68181818182,78.2727272727273,8284.68181818182,6.84935486107463,2.42259419369309,0.353696697401512
731,7,B,B,185.909090909091,25.40117272,-9.97903214,183.543482824285,0.5421504402552,43.4363763222361,5.02461663588679,-0.33383931,0.409,147.130423283333,37.5681818181818,5704.02272727273,14.779617843303,1672.06270730074,5.84308439077612,2.40210165899002,0.411101654253355
734,6,B,A,213.181818181818,37.64816671,-5.44310844,244.919520330356,1.203098802552,55.9641008676031,6.63446040581481,-0.18993857,1.126,80.3294270833333,62.953488372093,6781.16279069768,62.953488372093,6781.16279069768,6.97219597036364,2.48792277580141,0.356834889090425
735,6,B,A,186.818181818182,26.76194983,-3.17514659,209.730860942498,0.9298636,49.3774510661514,6.00999890166667,-0.1544381,0,70.2434895833333,65.2272727272727,5585.90909090909,65.2272727272727,5585.90909090909,6.20262258264179,1.94651228186436,0.313820848508779
743,5,A,B,211.818181818182,16.32932532,-5.89670081,214.891729930356,1.0983406415312,50.921084942105,5.91901387063637,-0.55587838,0.719,28.0721354166667,46.9318181818182,6726.95454545455,46.9318181818182,6726.95454545455,6.63945414708955,2.64498266164413,0.398373511292879
744,7,B,B,189.090909090909,24.94758035,-3.17514659,206.323881036427,1.2495379597448,50.2457242273506,6.454452543,-0.22008869,0.858,57.1260416666667,77.8863636363636,5709.90909090909,77.8863636363636,5709.90909090909,7.16332778677612,2.76549726859109,0.38606320287288
747,8,A,A,181.818181818182,30.39068879,-4.08233133,201.132772612142,0.8715446415312,47.7615359246844,5.66040762294444,-0.35511816,0.74,24.3291005333333,84.1818181818182,4561.68181818182,84.1818181818182,4561.68181818182,6.09767764041791,2.39142639715341,0.392186425419091
749,7,B,B,222.727272727273,13.6077711,-15.87573295,206.979069506071,1.1739392779584,50.0173043673913,5.67575227879246,-0.87727156,0.513,44.29921875,75.0909090909091,8921.11363636364,75.0909090909091,8921.11363636364,6.24008694304478,2.7661655898068,0.443289591163466
752,5,A,B,174.545454545455,21.31884139,-10.43262451,180.993287812142,0.9806227220416,45.0213903271526,7.08456114587037,1.01133443,0.522,68.13828125,77.4772727272727,5039.22727272727,77.4772727272727,5039.22727272727,7.59871829776119,2.1398069096246,0.28160103135486
756,8,A,A,179.545454545455,84.36818082,-52.61671492,207.745136,0.8477850389792,48.7030139395799,5.96107100161111,-0.0550918,0.644,22.5240740666667,62.7727272727273,8959.09090909091,62.7727272727273,8959.09090909091,6.51873410002985,2.33582888200691,0.358325534707147
760,7,B,B,172.727272727273,27.2155422,-6.35029318,178.1709376,0.770026397448,43.6015127655753,5.71281505401852,0.00812715,0.51,108.284153,91.0930232558139,6457.3488372093,91.0930232558139,6457.3488372093,6.50932024986567,2.90231875612164,0.445871249948339
762,5,A,B,199.090909090909,40.8233133,-16.32932532,220.244115530356,1.3229766817864,52.7205963986295,7.47744873674074,0.59852827,0.5,22.6354166666667,85.2272727272727,8405.38636363636,85.2272727272727,8405.38636363636,7.85975893723881,2.87728472602223,0.366077986487591
764,5,A,B,192.727272727273,34.47302012,-13.6077711,208.571681412142,0.6166691194896,47.8095561629851,5.50633759616667,-0.1308513,0.542,51.4627604166667,79.1136363636364,5018.45454545455,79.1136363636364,5018.45454545455,6.1020120968806,2.28553952190397,0.374555062431351
765,5,A,B,187.727272727273,24.49398798,-9.0718474,194.359132093929,0.9784627622968,47.1599148625041,6.76189209288462,0.6099393,0.647,43.8260752666667,65.8409090909091,6498.36363636364,65.8409090909091,6498.36363636364,7.29228362223077,2.23051293182575,0.305873036126291
766,6,B,A,205.454545454545,19.05087954,-14.06136347,202.554027530356,0.7451868377032,47.4249412838706,6.39113394084906,0.57698403,2.221,61.1645833333333,45.6363636363636,5590,45.6363636363636,5590,6.84782949139394,2.2564576053759,0.329514280139673
768,7,B,B,210.454545454545,24.04039561,-14.96854821,202.816102918214,0.057239001276,44.3666833868565,3.91615332118519,-0.75464904,0.388,85.3232804166667,90.3636363636364,5273.06818181818,90.3636363636364,5273.06818181818,5.10299632350746,3.19878404448516,0.626844277694192
769,6,B,A,171.818181818182,36.2873896,-18.59728717,185.579606918214,0.6026293584688,44.0463451282722,5.30617537588679,-0.16586594,1.075,48.7908854166667,71.2857142857143,7650.11904761905,71.2857142857143,7650.11904761905,5.88898689318182,2.79848600389105,0.475206695931196
771,5,A,B,199.090909090909,24.94758035,-5.89670081,208.410404236427,1.110220397448,49.9621164566063,6.78070077809259,0.32483598,0.041,40.9033854166667,55.2954545454546,4702.72727272727,55.2954545454546,4702.72727272727,7.05679429840299,2.47718039529026,0.351034802849626
772,6,B,A,206.818181818182,26.76194983,-9.52543977,226.866558730356,1.259257801276,53.4624238779709,6.64600425977359,-0.16629866,1.257,40.0799479166667,56.9767441860465,3052.83720930233,56.9767441860465,3052.83720930233,6.94523305439394,2.82799223380561,0.407184641848191
775,5,A,B,206.363636363636,43.54486752,-17.23651006,222.8951088,1.019501997448,51.8195492999587,6.1586271585283,-0.23309693,0.354,58.58984375,49.25,6355.93181818182,49.25,6355.93181818182,6.72046308498485,2.46434784069514,0.366693159315329
780,7,B,B,201.818181818182,26.30835746,-10.88621688,197.876990024285,0.2570354817864,44.4732914151008,4.83433910481482,-0.13856855,0.548,146.340860216667,74.3409090909091,7801.04545454546,74.3409090909091,7801.04545454546,5.68890831713433,2.66749154225433,0.468893396334083
783,8,A,A,187.272727272727,22.22602613,-4.08233133,187.777008142498,0.4989512,43.931162610314,5.22326592667925,-0.08971337,0.638,84.50396825,81.0227272727273,7124.22727272727,81.0227272727273,7124.22727272727,5.75204481418182,2.79432154138911,0.485796204942569
785,7,B,B,165.454545454545,7.25747792,-7.25747792,155.531656893929,0.453592,38.3352459108953,5.17777893383333,0.14689285,0.34,69.3317708333333,57.6136363636364,9132.97727272727,57.6136363636364,9132.97727272727,5.71183934677612,2.35343252172339,0.412027085994938
799,6,B,A,215,49.44156833,-13.6077711,248.568416,1.382375597448,57.2650501371193,6.77787156156604,-0.36379213,0.208,33.6044270833333,79.6363636363637,5493.25,79.6363636363637,5493.25,7.15207504016667,2.58840003569804,0.36190895945042
805,6,B,A,177.727272727273,14.96854821,-4.98951607,172.193603012142,0.9655029584688,43.5189706384114,5.86010856690566,-0.13299276,0,68.1552083333333,83.4772727272727,7546.88636363636,83.4772727272727,7546.88636363636,6.58158242927273,2.47228071278815,0.375636215052515
808,7,B,B,174.545454545455,25.85476509,-6.35029318,188.371717693929,0.7873061207656,45.3394100006945,5.90543863211539,0.10838004,0.558,88.4559895833333,79.3409090909091,4294.88636363636,79.3409090909091,4294.88636363636,6.32490245784848,2.04314825480936,0.323032373767922
813,8,A,A,183.181818181818,46.72001411,-16.78291769,210.980758918214,1.2074187220416,50.7878212558717,6.42268975369811,-0.20979872,0,58.5661375666667,83.6590909090909,4838.09090909091,83.6590909090909,4838.09090909091,6.90107389128788,2.53712752497391,0.36764242275059
815,8,A,A,175,31.7514659,-7.71107029,198.844652942498,1.032461801276,48.1133127673642,6.14879126224528,-0.12024153,0.475,30.54285715,75.5227272727273,6747.06818181818,75.5227272727273,6747.06818181818,6.68544473115151,2.57764420579179,0.38556061854509
821,7,B,B,223.181818181818,33.11224301,-8.16466266,233.388203718214,0.736546998724,52.2163374270465,5.8960164502037,-0.08885162,0.564,111.26484375,73.9285714285714,7568,73.9285714285714,7568,6.3735018638209,2.26720634400198,0.355723806542169
